codigo_nbu,nombre,frecuencia,ub
664709,"EPSTEIN BARR, Anti- EBNA (Epstein Barr Nuclear Associated Antigen)",,40.0
664717,"EPSTEIN BARR, detección cuantitativa - PCR",,150.0
664717,"EPSTEIN BARR, carga viral - PCR",,150.0
664726,"EPSTEIN BARR, Early Antig. Ac.",,30.0
664728,"EPSTEIN BARR, detección cualitativa - PCR",,90.0
664734,ERITROPOYETINA (EPO),,45.0
664738,ESCHERICHIA COLI - ENTEROPATÓGENA - PCR,,95.0
664749,"ESPERMA, Ac. Anti- ESPERMATOZOIDES (DIRECTO)",,15.0
664755,"ESPERMA, Ac. Anti- ESPERMATOZOIDES (INDIRECTO)",,15.0
664775,"ESPERMA, CÉLULAS REDONDAS CON DIFERENCIACIÓN DE PEROXIDASAS",,10.0
664778,"ESPERMA, CÉLULAS REDONDAS TOTALES EN SEMEN",,5.0
664793,"ESPERMA, CONDENSACIÓN NUCLEAR DE LA CROMATINA (Azul Anilina, Tinción)",,25.0
664811,"ESPERMA, DIGESTIÓN EN GELATINA ACROSÓMICA",,20.0
664823,"ESPERMA, ESPERMATOZOIDES EN ORINA, ESTUDIO DE RETROEYACULACIÓN",,10.0
664825,"ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACIÓN PARA SELECCIÓN DIAGNÓSTICA",,60.0
664827,"ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACIÓN PARA SELECCIÓN EN INSEMINACIÓN",,120.0
664838,"ESPERMA, HETEROGENEIDAD CROMATÍNICA (NARANJA DE ACRIDINA)",,20.0
664846,"ESPERMA, INDICE DE TERATOZOOSPERMIA",,20.0
664858,ESPERMA - MODULO I (ESPERMOGRAMA COMPLETO),,49.0
664858,ESPERMOGRAMA COMPLETO,,49.0
664860,ESPERMA - MODULO II,,107.0
664860,MODULO II,,107.0
664868,"ESPERMA, MORFOLOGÍA CRITERIO ESTRICTO (OMS 2010 - MORFOLOGÍA KRUGER)",,10.0
664878,"ESPERMA, PRUEBA DE SOBREVIDA ESPERMÁTICA",,10.0
664889,"ESPERMA, RECUENTO DE ESPERMATOZOIDES",,6.0
664923,"ESPERMA, SELECCIÓN DE GRADIENTES (DIAGNÓSTICO)",,60.0
664923,GRADIENDE DE PERCOLL,,60.0
664930,"ESPERMA, SELECCIÓN DE GRADIENTES (INSEMINACIÓN)",,100.0
664941,"ESPERMA, SWIM UP (DIAGNÓSTICO)",,60.0
664949,"ESPERMA, SWIM UP (INSEMINACIÓN)",,100.0
664964,"ESPERMA, TEST DE FRAGMENTACIÓN DE ADN ESPERMÁTICO",,110.0
664964,"FRAGMENTACIÓN de ADN , TEST de (HALOSPERM / TEST DE TUNEL)",,110.0
664964,HALOSPERM / TEST DE TUNEL - TEST DE FRAGMENTACIÓN de ADN ESPERMÁTICO,,110.0
664964,TEST DE TUNEL - HALOSPERM - TEST DE FRAGMENTACIÓN de ADN ESPERMÁTICO,,110.0
664971,"ESPERMA, TEST DE HIPERACTIVACIÓN",,22.0
664978,"ESPERMA, TEST DE MOST",,75.0
664985,"ESPERMA, TEST HIPOSMÓTICO",,8.0
664999,ESTEATOCRITO (Grasas - materia fecal),,9.0
665008,ESTIRENO,,16.0
665016,ESTRADIOL BIODISPONIBLE (E2 Biodisponible),,25.0
665033,ESTRIOL LIBRE - sérico.,,35.0
665043,ETIÓN N 8337,,60.0
665050,"EUGLOBULINAS, LISIS de (pre y post-isquemia)",,15.0
665053,EVEROLIMUS,,90.0
665055,EXTASIS - MDMA (Inmunoensayo),,45.0
665055,"3,4-METILETILENDIOXIMETAMFETAMINA (MDMA) - ÉXTASIS",,45.0
665059,FACTOR de COAGULACIÓN II,,35.0
665067,FACTOR de COAGULACIÓN XI Código D E T E R M I N A C I O N E S U. B.,,35.0
665076,FACTOR de COAGULACIÓN XII,,35.0
665077,FACTOR de COAGULACIÓN XIII,,35.0
665085,"FACTOR INTRÍNSECO, Ac. Anti-",,55.0
665093,FACTOR REUMATOIDEO (Nefelometría),,16.0
665102,FACTOR V LEIDEN - PCR,,75.0
665116,"FACTOR VON WILLEBRAND, Funcional",,70.0
665119,FACTOR VON WILLEBRAND (Inmunológico),,60.0
665127,FAMPHUR (FAMFUR) N 8337,,60.0
665132,FELBAMATO (#),,
665136,FENCICLIDINA - FENILCICLOHEXILPIPERIDINA -PCP (IFP),,20.0
665144,FENETILAMINA - F.E.A.,,25.0
665204,FENITOTRIÓN N 8337,,60.0
665213,FENOLES - urinarios,,19.0
665222,FENTANILO - urinario,,50.0
665230,FERRITINA,,15.0
665238,"FIBRINÓGENO, PRODUCTOS DE DEGRADACIÓN (P.D.F.) - urinario",,30.0
665247,"FIBROSIS QUÍSTICA, 19 MUTACIONES - PCR",,310.0
665255,"FIBROSIS QUÍSTICA, 29 MUTACIONES - PCR",,450.0
665258,"FIBROSIS QUÍSTICA, 32 MUTACIONES - PCR",,465.0
665265,"FIBROSIS QUISTICA, DF508",,100.0
665273,FILIACIÓN ESTUDIO DNA EXTRA (por cada uno agregado),,200.0
665281,FILIACIÓN ESTUDIO DNA HASTA 3,,700.0
665281,PATERNIDAD DNA HASTA 3,,700.0
665290,FISH WILLIAMS,,410.0
665298,FK - 506 - Tacrolimus,,60.0
665300,FLAVIVIRUS,,90.0
665307,FORATO N 8337,,60.0
665319,FOSFATASA ÁCIDA LEUCOCITARIA,,15.0
665324,FOSFATASA ACIDA PROSTATICA (RIA),,19.0
665332,FOSFATASA ÁCIDA TARTRATO RESISTENTE,,8.0
665335,FOSFATASA ÁCIDA TARTRATO RESISTENTE LEUC.,,12.0
665349,FOSFATASA ALCALINA OSEA (RIA),,25.0
665375,"FOSFATIDIL COLINA, Ac. IgG Anti-",,18.0
665378,"FOSFATIDIL COLINA, Ac. IgM Anti-",,18.0
665392,"FOSFATIDIL GLICEROL, Ac. IgG Anti-",,20.0
665409,"FOSFATIDIL INOSITOL, Ac. IgG Anti-",,18.0
665412,"FOSFATIDIL INOSITOL, Ac. IgM Anti-",,18.0
665424,"FOSFATIDIL SERINA, Ac. IgA Anti-",,35.0
665426,"FOSFATIDIL SERINA, Ac. IgG ó Ac. Totales Anti-",,25.0
665428,"FOSFATIDIL SERINA, Ac. IgM Anti-",,25.0
665443,"FOSFOHEXOSA ISOMERASA, Sérica - PHI",,6.0
665452,"FOSFOLIPIDOS, Ac. IgG Anti-",,20.0
665461,"FOSFOLIPIDOS, Ac. IgM Anti-",,20.0
665465,"FOSFOLIPIDOS, Ac. Totales Anti- (IgA, IgG, IgM)",,25.0
665469,FREE ANDROGEN INDEX-FAI,,30.0
665472,"FRIEDRICH, ATAXIA DE",,450.0
665478,"FRUCTOSA, líquido seminal o sérica o urinaria",,10.0
665486,"FSH, Urinaria (HORMONA FOLÍCULO ESTIMULANTE - Urinaria) (#)",,
665494,GABAPENTINA (#),,
665503,"GAD, Ac. Anti- Glutamico Acid Decarboxilase (ÁCIDO GLUTÁMICO DESCARBOXILASA, Ac. Anti-)",,45.0
665503,"ÁCIDO GLUTÁMICO DESCARBOXILASA, Ac. Anti- (GAD, Ac. Anti- Glutamico Acid Decarboxilase)",,45.0
665508,"GALACTOMANANO de ASPERGILLUS, Ag.",,100.0
665512,GALACTOSA 1-URIDIL FOSFOTRANSFERASA,,75.0
665520,"Gamma-BHC (γ-HCH) - gamma-HEXACLORURO de BENCENO - gamma- HEXACLORAN - gamma-LINDANO - gamma-1,2,3,4,5,6- HEXACLOROCICLOHEXANO N 8332",,60.0
665520,"(γ-HCH) - gamma-HEXACLORURO de BENCENO - gamma-HEXACLORAN - gamma-LINDANO - gamma-1,2,3,4,5,6-HEXACLOROCICLOHEXANO N 8332 Código D E T E R M I N A C I O N E S U. B.",,60.0
665529,"GANGLIOSIDO ASIALO GM1, Ac. Anti-",,200.0
665533,"GANGLIOSIDO GD 1B, Ac. Anti-",,150.0
665537,"GANGLIOSIDO GM1, Ac. (IgG + IgM) Anti-",,150.0
665541,"GANGLIOSIDO QUADROSIALO, GQ1b Ac. IgG",,200.0
665546,"GANGLIOSIDOS PANEL, Ac. (IgG + IgM) GM1 Asialo, GM2, GD1A, GD1b, GQ1b",,300.0
665555,GENOTIPO de Rho (c/u),,15.0
665563,GENTAMICINA,,25.0
665576,"GLIADINA, Ac. IgA Anti- PÉPTIDO DEAMIDADO de (DGP-IgA Anti-)",,24.0
665576,"PÉPTIDO DEAMIDADO de GLIADINA, Ac. IgA Anti-",,24.0
665583,"GLIADINA, Ac. IgG Anti- PÉPTIDO DEAMIDADO de (DGP-IgG Anti-)",,24.0
665583,"PÉPTIDO DEAMIDADO de GLIADINA, Ac. IgG Anti-",,24.0
665589,"GLICEROL, sérico. (#)",,
665597,GLICINA (HPLC) (#),,
665606,"GLICOFORINA, Citometría de Flujo",,30.0
665621,"GLICOSAMINOGLICANOS, cuantitativo",,70.0
665632,GLOBULINA LIGADORA DE ANDROGENOS Y ESTROGENOS (GLAE / SHBG),,22.0
665632,PROTEÍNAS LIGADORA DE ANDROGENOS Y ESTROGENOS (GLAE / SHBG),,22.0
665640,GLOBULINA LIGADORA DE CORTICOIDES (CBG) (#),,
665640,PROTEÍNAS LIGADORA DE CORTICOIDES (CBG) (#),,
665644,GLOBULINA TRANSPORTADORA DE TIROXINA (TBG),,42.0
665649,GLUCOCEREBROSIDASA,,140.0
665666,GLUTATIÓN PEROXIDASA (GPO),,25.0
665685,"HAEMOPHILUS INFLUENZA, Ac. IgG Anti-",,40.0
665687,"HAEMOPHILUS INFLUENZA, Ac. IgM Anti-",,40.0
665691,"HAEMOPHILUS INFLUENZAE B, Ag. - plasmático",,25.0
665694,"HAEMOPHILUS INFLUENZAE B, Ag. - urinario",,25.0
665708,HALOPERIDOL,,30.0
665715,"HAM, PRUEBA DE",,10.0
665724,"HANTAVIRUS, Ac. IgG Anti-",,60.0
665726,"HANTAVIRUS, Ac. IgM Anti-",,60.0
665743,"HELICOBACTER PYLORI, Ac. IgA Anti-",,22.0
665751,"HELICOBACTER PYLORI, Ac. IgG Anti-",,16.0
665760,"HELICOBACTER PYLORI, Ac. IgM Anti-",,16.0
665768,"HELICOBACTER PYLORI, Aire espirado (#)",,
665777,HELICOBACTER PYLORI (Cultivo - Tipificación).,,28.0
665780,"HEMATÍES, PRUEBA ELUSIÓN ÁCIDA DE",,8.0
665785,"HEMOCROMATOSIS, Gen HH - PCR (HEMOCROMATOSIS HEREDITARIA HH - Gen HFE-CROMOSOMA 6)",,80.0
665785,"HEMOCROMATOSIS PRIMARIA o HEREDITARIA, Gen HH - PCR (HEMOCROMATOSIS HEREDITARIA HH - Gen HFE - CROMOSOMA 6).",,80.0
665787,"HEMOCROMATOSIS, MUTACIÓN Gen C282Y - PCR",,80.0
665789,"HEMOCROMATOSIS, MUTACIÓN Gen H63D - PCR",,80.0
665791,"HEMOCROMATOSIS, MUTACIÓN Gen S65C - PCR",,80.0
665797,HEMOCULTIVO AEROBIOS AUTOMATIZADO (c/u),,25.0
665802,HEMOGLOBINA A1 (Hb-A1) Electroforesis,,12.0
665811,HEMOGLOBINA A2 (HbA2) (Cromatografía/Intercambio Iónico),,20.0
665820,HEMOGLOBINA FETAL,,10.0
665828,HEMOGLOBINA S,,9.0
665837,"HEMOGLOBINURIA PAROXÍSTICA NOCTURNA, DETECCIÓN de - por Citometría de Flujo",,175.0
665845,HEMOPEXINA (#),,
665854,HEMOSIDERINURIA,,9.0
665868,"HEPARINA, Ac. Anti- (PFA4) (#)",,
665871,"HEPARINA, ACTIVIDAD ANTI XA de la (LMWH) - HEPARINA de BAJO PESO MOLECULAR (HBPM).",,40.0
665871,HEPARINA de BAJO PESO MOLECULAR (HBPM) - ACTIVIDAD ANTI XA de la HEPARINA (LMWH). Código D E T E R M I N A C I O N E S U. B.,,40.0
665879,"HEPÁTICOS, AUTOANTICUERPOS (panel) (#)",,
665888,"HEPATITIS A, Ac. Anti- IgG (HVA IgG) o Ac. Totales (RIA o ELISA)",,15.0
665896,"HEPATITIS B, Ac. Anti- ""e"" (HBe Ac)",,15.0
665905,"HEPATITIS B, Ac. Anti- ""Core"" IgM (HBcM) - (RIA o ELISA)",,18.0
665914,"HEPATITIS B, Carga viral",,185.0
665931,"HEPATITIS B, DNA viral (HBV-DNA) (PCR - Cualitativo)",,80.0
665939,"HEPATITIS C, Ac. Anti- IgM",,60.0
665945,"HEPATITIS C, Antígeno",,60.0
665956,"HEPATITIS C, Carga viral (PCR)",,185.0
665965,"HEPATITIS C, Genotipificación (PCR)",,135.0
665973,"HEPATITIS C, LIA",,150.0
665982,"HEPATITIS C, RNA Cualitativo - PCR",,120.0
665990,"HEPATITIS DELTA, Ac. IgG ó Totales Anti-",,48.0
665993,"HEPATITIS DELTA, Ac. IgM Anti-",,50.0
666008,"HEPATITIS E, Ac. IgG Anti-",,30.0
666011,HEPATITIS E - PCR,,125.0
666016,HEPTACLORO N 8332,,60.0
666019,HEPTACLORO HEPOXIDE N 8332,,60.0
666028,HER 2 / neu - ErbB2,,500.0
666034,"HERPES SIMPLEX, 1 / 2 - Antic. Totales (IFI)",,30.0
666037,"HERPES SIMPLEX, 1 / 2 - PCR",,90.0
666038,"HERPES SIMPLEX, 1 / 2 - TIPIFICACIÓN - PCR",,130.0
666040,"HERPES SIMPLEX 1, Ac. IgA Anti-",,22.0
666042,"HERPES SIMPLEX 1, Ac. IgG ó Totales Anti-",,19.0
666050,"HERPES SIMPLEX 1, Ac. IgM Anti-",,19.0
666059,"HERPES SIMPLEX 2, Ac. IgA Anti-",,22.0
666067,"HERPES SIMPLEX 2, Ac. IgG ó Totales Anti-",,19.0
666076,"HERPES SIMPLEX 2, Ac. IgM Anti-",,19.0
666084,"HERPES SIMPLEX, Ag.",,25.0
666093,"HERPES VIRUS 6 HUMAN, Ac. IgG (HHV6-IgG) Anti-",,37.0
666096,"HERPES VIRUS 6 HUMAN, Ac. IgM (HHV6-IgM) Anti-",,37.0
666098,HERPES VIRUS 6 HUMAN - PCR,,90.0
666100,HERPES VIRUS 6 HUMAN - Carga Viral,,150.0
666110,"HERPES VIRUS 7, Ac. IgG Anti- HHV",,45.0
666113,"HERPES VIRUS 7, Ac. IgM Anti- HHV",,45.0
666117,HERPES VIRUS 8 - Ac. IgG Anti- HHV,,60.0
666118,HERPES VIRUS 8 - Ac. IgM Anti- HHV,,60.0
666120,HERPES VIRUS 8 - PCR,,90.0
666136,HEXANO,,16.0
666144,"HEXANODIONA, (2,5-)",,20.0
666153,"HEXOSAMINIDASA TOTAL, A y B",,300.0
666170,"HIDATIDOSIS, Ac. IgM Anti- (ELISA)",,25.0
666173,"HIDATIDOSIS, Ac. IgM Anti- (IFI)",,20.0
666183,HIDROCARBUROS ALIFÁTICOS,,16.0
666187,HIDROCARBUROS AROMÁTICOS,,16.0
666196,HIDROLASAS ÁCIDAS EN LEUCOCITOS (#),,
666204,HIDROXIPIRENO,,20.0
666209,"HIERRO, Médula Osea (MO) - TINCIÓN DE PERLS.",,12.0
666211,"HIERRO, TINCIÓN DE",,8.0
666213,HIERRO - Urinario,,4.0
666222,HISTAMINA - Plasmática,,38.0
666225,HISTAMINA - Urinaria,,38.0
666238,"HISTONA, Ac. Anti-",,30.0
666247,"HISTOPLASMA CAPSULATUM, Ac. IgG Anti-",,24.0
666255,"HISTOPLASMA CAPSULATUM, Ac. IgM Anti-",,24.0
666264,HIV - PCR Cualitativo,,80.0
666272,HIV 1 ANTI-P-24 (core),,34.0
666275,HIV - P-24 (Antigenemia),,25.0
666278,HIV - P-24 - HIV 1 y 2 (Combo),,20.0
666281,HIV - RESISTENCIA A ANTIRETROVIRALES Código D E T E R M I N A C I O N E S U. B.,,400.0
666284,HIV - RESISTENCIA A INHIBIDORES DE INTEGRASA,,150.0
666300,"HLA A, Molecular",,150.0
666303,"HLA B, Molecular",,150.0
666332,HLA B 27 Molecular,,80.0
666337,"HLA-B 5701 GENOTIPO, ABACAVIR HIPERSENSIBILIDAD, sangre",,200.0
666341,HLA C Molecular,,140.0
666401,HLA DQ Molecular,,160.0
666409,HLA DR Citometría Flujo,,100.0
666426,HLA DR Molecular,,150.0
666443,"HLA DQA1, DQB1 (DIABETES) PCR",,160.0
666445,HLA DQ2-DQ8 (CELIAQUIA) PCR,,160.0
666452,HOMOCISTEINA,,30.0
666455,"HOMOCISTINA, Orina",,15.0
666486,"HOWELL, TEST (Plasma recalcificado, tiempo de-)",,5.0
666529,HTLV-1 Ac,,25.0
666533,HTLV-1 PCR,,100.0
666537,HTLV-I/II (Partículas o ELISA),,23.0
666540,"HTLV, Confirmatorio (Western Blot)",,100.0
666554,Hu (ANNA-1) Ac. Anti-,,100.0
666554,"ANNA-1 (Hu, Ac. Anti-)",,100.0
666560,"IA 2, Ac. Anti- (Ac. Anti- TIROSINFOSFATASA 2)",,50.0
666570,IDENTIFICACIÓN MICROBIOLÓGICA AUTOMATIZADA.,,50.0
666572,IDENTIFICACIÓN MICROBIOLÓGICA POR PCR.,,50.0
666585,IgA BC - lágrima - INMUNOGLOBULINA A Baja Concentración en lágrima.,,20.0
666587,IgA BC - LCR - INMUNOGLOBULINA A Baja Concentración en Líquido Céfalo Raquídeo.,,6.0
666589,IgA BC - saliva - INMUNOGLOBULINA A Baja Concentración en saliva.,,6.0
666597,IgE BC - INMUNOGLOBULINA E Baja Concentración.,,12.0
666600,IgE BC - lágrimas - INMUNOGLOBULINA E Baja Concentración en lágrima.,,20.0
666602,IgE BC - LCR - INMUNOGLOBULINA E Baja Concentración en Líquido Céfalo Raquídeo.,,12.0
666606,IgE ESPECÍFICA - INMUNOGLOBULINA E ESPECÍFICA.,,13.0
666614,IgE RAST - INMUNOGLOBULINA E - para antibióticos (incluye Penicilinas),,20.0
666634,"IgG - INMUNOGLOBULINA G, ASOCIADA A PLAQUETAS. (#)",,
666640,"IgG - INMUNOGLOBULINA G, Índice de (LCR/Sérica)",,28.0
666648,IgG - LCR - INMUNOGLOBULINA G en Líquido Céfalo Raquídeo.,,20.0
666652,"IgG - INMUNOGLUBULINA G, INTOLERANCIA ALIMENTICIA (c/u)",,10.0
666657,"IgG - INMUNOGLOBULINA G, Subclases (Modulo 4 Subclases)",,110.0
666666,"IgM - INMUNOGLOBULINA M, ASOCIADA A PLAQUETAS. (#)",,
666674,"IgM, LCR - INMUNOGLOBULINA M, en Líquido Céfalo Raquídeo.",,12.0
666676,"IgM - INMUNOGLOBULINA M Baja Concentración, en saliva",,12.0
666691,IL2-R - CD25 receptor soluble (#),,
666700,INDICAN,,5.0
666708,INDICE de INSULINO RESISTENCIA,,13.5
666711,INDICE de FUNCIÓN RENAL,,3.0
666713,INDICE de LESIÓN RENAL (ABUMINA / CREATININA) - urinario,,15.5
666714,INDICE de LESIÓN RENAL (PROTEINAS / CREATININA) - urinario,,4.5
666717,INDICE de PRODUCCIÓN RETICULOCITARIA,,5.0
666720,INDICE de RESORCIÓN OSEA,,5.0
666722,INDICE de RIESGO CARDIOVACULAR,,2.0
666725,"INFLUENZA A, ANTÍGENO (Ag.)",,20.0
666728,"INFLUENZA A, ANTIGENOS (Ags.) - Material: hisopado nasal / faríngeo / aspirados - PCR",,95.0
666730,"INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 - Material: hisopado nasal / faríngeo / aspirados",,20.0
666732,"INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 - Material: hisopado nasal / faríngeo / aspirados - PCR",,95.0
666734,"INFLUENZA A, Ac. IgG Anti-",,16.0
666742,"INFLUENZA A, Ac. IgM Anti-",,18.0
666751,"INFLUENZA B, Ac. IgG Anti-",,16.0
666760,"INFLUENZA B, Ac. IgM Anti- Código D E T E R M I N A C I O N E S U. B.",,18.0
666768,"INFLUENZA B, ANTÍGENO (Ag.)",,20.0
666788,INHIBINA B - sérica,,100.0
666819,INMUNOCOMPLEJOS CIRCULANTES (CIC),,30.0
666848,INMUNOFIJACIÓN - LCR,,50.0
666850,INMUNOFIJACIÓN - sérica,,50.0
666852,INMUNOFIJACIÓN - urinaria,,50.0
666856,INMUNOMARCACIÓN EN SANGRE PERIFÉRICA. (#),,
666862,"INSULINA, Ac. Anti- (Ac. Anti- IAA)",,35.0
666871,INTERFERON GAMMA,,100.0
666879,INTERLEUQUINA (c/u),,100.0
666888,IODO-AZIDA Prueba de,,9.0
666896,IONOGRAMA - materia fecal,,7.0
666898,"IRREGULARES ANTICUERPOS, Identificación.",,15.0
666905,"ISLOTE LANGERHANS PANCREÁTICOS, Ac. Anti- (ICA)",,25.0
666912,"JO-1, Ac. Anti-",,25.0
666919,KETAMINA - urinaria,,50.0
666925,"KREMER, TEST DE",,25.0
666930,"LA, Ac. Anti- (LA/SSB)",,15.0
666932,LACTOCRITO,,8.0
666932,CREMATOCRITO - GALACTOCRITO,,8.0
666936,LACTOFERRINA.,,14.0
666939,"LACTOSA, TOLERANCIA A LA",,7.5
666947,"LC-1, Ac. Anti-",,20.0
666947,Anti- hígado de tipo I-antígeno citosol,,20.0
666956,"LEGIONELLA PNEUMOPHILA, Ac. IgG Anti-",,20.0
666958,"LEGIONELLA PNEUMOPHILA, Ac. IgM Anti-",,20.0
666970,"LEGIONELLA PNEUMOPHILA, Ag. (#)",,
666975,"LEISHMANIA, Ac. Anti-",,25.0
666978,LEISHMANIA - PCR,,95.0
666982,LEPTINA,,50.0
666990,"LEPTOSPIRA, Ac. Anti- (ELISA / IFI)",,19.0
666999,"LEPTOSPIRA, Ac. Anti- (HAI / macroaglutinación)",,20.0
667007,"LEPTOSPIRA, Ac. IgM Anti-",,30.0
667010,LEPTOSPIRA (Confirmatorio - Microaglutinación),,28.0
667013,LEPTOSPIRA (cultivo),,20.0
667027,LEUCINA - sérica (AA) (incluida en el perfil de AA en diferentes matrices - Cromatografía de AA) (#),,
667059,LEVADURAS SENSIBILIDAD - SCREENING (#),,
667064,LEVADURAS TIPIFICACIÓN,,30.0
667076,LEVODOPA - sérica,,28.0
667079,LEVODOPA - urinaria,,28.0
667093,LEVULOSA - semen (#),,
667096,LEVULOSA - sérica (#),,
667099,LEVULOSA - urinaria (#),,
667119,LINDANE N 8332,,60.0
667127,"LINFOCITARIO, CULTIVO MIXTO (#)",,
667153,"LINFOCITOS PERIFÉRICOS ""SRY"" (#)",,
667170,LIPASA - urinaria (Lipasuria),,4.0
667187,LIPOPROTEINA a - Lp(a),,20.0
667210,LISOZIMA,,20.0
667210,MURAMIDASA,,20.0
667230,"LISTERIA, CULTIVO",,12.0
667240,"LISTERIA, Ac. IgM Anti-",,12.0
667242,LISTERIA - PCR,,80.0
667260,LIXITOL,,60.0
667260,ARABINITOL o ARABITOL),,60.0
667262,"LKM, Ac. Anti-",,20.0
667270,"LYNCH, SINDROME DE - GEN MLH1 (MYH)",,2300.0
667271,"LYNCH, SINDROME DE - GEN MSH2 SECUENCIACIÓN COMPLETA (M2Y)",,1600.0
667273,"LYNCH, SINDROME DE - GEN MSH6 (M6Y)",,1800.0
667274,"LYNCH, SINDROME DE - GEN PMS2 (M3Y) Código D E T E R M I N A C I O N E S U. B.",,1850.0
667275,"LYNCH, SINDROME DE - GEN (MLH1, MSH2, MSH6, PMS2)",,5700.0
667278,MACROAMILASA,,25.0
667284,MACRO CK,,14.0
667289,MACROPROLACTINEMIA,,30.0
667300,MAGNESIO - eritrocitario,,20.0
667304,MAGNESIO - pelo,,30.0
667315,"MAG-SGPG, Ac. IgM",,120.0
667319,MALATION N 8337,,60.0
667324,MALÓN DIALDEHIDO - TBARS,,19.0
667338,MANGANESO - pelo,,30.0
667341,MANGANESO - sérico,,20.0
667343,MANGANESO - urinario,,20.0
667349,MAO plaquetario,,60.0
667353,MARCADORES PRONOSTICOS de LLC (Citometría de flujo),,154.0
667366,"MEMBRANA BASAL, Ac. Anti-",,8.0
667375,MERCURIO - pelo (Hg-pelo),,35.0
667392,METACUALONA,,24.0
667401,METADONA (FPIA),,22.0
667409,METAHEMOGLOBINA,,10.0
667426,METANEFRINAS LIBRES - plasmáticas,,25.0
667435,METANOL - sangre,,25.0
667439,"METAPNEUMOVIRUS HUMANO, Ag. (hMPV)",,40.0
667440,"METAPNEUMOVIRUS HUMANO, Ag. (hMPV) - PCR",,95.0
667443,METIL ETIL CETONA,,25.0
667449,METIL PARATHION N 8337,,60.0
667454,METIL-TRITIÓN N 8337,,60.0
667460,METILENTETRAHIDROFOLATO REDUCTASA (MTHRT)- PCR,,75.0
667469,METILNICOTINAMIDA (#),,
667477,METIONINA - PRUEBA DE SOBRECARGA (dos determinaciones),,40.0
667486,METOTREXATO,,40.0
667489,"MICOLOGÍA, CULTIVO DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS.",,15.0
667490,"MICOLOGÍA, IDENTIFICACIÓN DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS.",,15.0
667491,"MICOLOGÍA, PRUEBA DE SENSIBILIDAD A ANTIFÚNGICOS.",,15.0
667491,MICOGRAMA,,15.0
667495,MICROAGREGADO PLAQUETARIOS (#),,
667499,MICROARRAYS - ESTUDIO GENETICO (#),,
667503,MICROGLOBULINA BETA 2,,18.0
667520,MICROSPORIDIA INVESTIGACIÓN,,15.0
667527,"MIELOPEROXIDASA, Ac. Ant- (Inmunológica)",,70.0
667529,"MIELOPEROXIDASA, (Citoquímica)",,15.0
667537,"MIOCARDIO, Ac. Anti-",,8.0
667546,MIOGLOBINA - sérica,,13.0
667550,MIOGLOBINA - urinaria,,15.0
667571,"MITOCONDRIAL M2, Ac. Anti- (AMA M2)",,27.0
667580,MONOSACÁRIDOS (Cromatografía),,25.0
667597,"MOPEG (3-METOXI, 4-HIDROXI- FENIL ETIL GLICOL)",,20.0
667597,"3-METOXI, 4-HIDROXI- FENIL ETIL GLICOL (MOPEG)",,20.0
667606,MUCOPOLISACARIDOS - urinarios (cuantitativo),,65.0
667614,"MUCOSA GÁSTRICA, Ac. Anti- (CELULAS PARIETALES Ac. Anti- (IFI)",,19.0
667614,"CELULAS PARIETALES Ac. Anti- (MUCOSA GÁSTRICA, Ac. Anti-) (IFI)",,19.0
667621,MUCOSEMEN CRUZADO (método microscópico),,26.0
667631,"MUSCULO ESTRIADO, Ac. Anti-",,12.0
667636,"MuSK, Ac. Anti-",,220.0
667636,"TIROSINA KINÉTICA MUSCULO ESPECÍFICO (MuSK, Ac. ANTI-)",,220.0
667640,MUTACIONES EN EL DOMINIO TK DEL TRANSCRIPTO BCR-AB,,500.0
667640,MUTACIONES de TIROSIN KINASA,,500.0
667648,MYCOAVIUM COMPLEX - PCR (#),,
667657,"MYCOBACTERIA Sp, HEMOCULTIVO",,17.0
667660,MYCOBACTERIA ATÍPICA - PCR Código D E T E R M I N A C I O N E S U. B.,,90.0
667669,"MYCOBACTERIUM TUBERCULOSIS, DNA - PCR",,70.0
667674,"MYCOBACTERIUM TUBERCULOSIS, en LCR (#)",,
667691,"MYCOPLASMA - UREAPLASMA, Ac. Anti-",,35.0
667700,"MYCOPLASMA - UREAPLASMA, CULTIVO",,25.0
667708,"MYCOPLASMA HOMINIS, CULTIVO - Aislamiento",,25.0
667717,"MYCOPLASMA PNEUMONIAE, Ac. IgM Anti-",,18.0
667725,"MYCOPLASMA PNEUMONIAE, ANTÍGENO (Ag)",,20.0
667734,"MYCOPLASMA PNEUMONIAE, cultivo (#)",,
667736,MYCOPLASMA PNEUMONIAE - PCR,,90.0
667742,"N,N-DIMETILTRIPTAMINA",,24.0
667742,"DIMETILTRIPTAMINA - N,N-DIMETILTRIPTAMINA.",,24.0
667751,"NEONATAL, 17-HIDROXIPROGESTERONA (17-HO-Pg-Neo)",,9.0
667759,"NEONATAL, BIOTINIDASA",,7.0
667768,"NEONATAL, GALACTOSEMIA",,7.0
667773,"NEONATAL, LEUCINA",,12.0
